"site","observers","date","start_time","weather","past_12_hours","site_notes","probe_depth","soil_temp_plot1","vwc_plot1","plot_1_period","soil_temp_plot2","vwc_plot2","plot_2_period","soil_temp_plot3","vwc_plot3","plot_3_period","soil_temp_plot4","vwc_plot4","plot_4_period","soil_temp_plot5","vwc_plot5","plot_5_period","soil_temp_plot6","vwc_plot6","plot_6_period"
"ZF14-3","HS, DU",2019-08-19,"10:51","Partly cloudy 60 F","showers","Left bully tool and peat depth tools at Hearne so did not take measurents, UAVSAR also not flying here so ALT no needed.",20,8.1,95,1.57,3.4,66,1.33,6.5,55,1.3,5,48,1.24,4.6,81,1.47,-9999,-9999,-9999
"VALZF46-6","MB",2019-08-19,"13:30","Sunny","clear, site is wet, check for rain","#5 is center, some standing water in plots, ~20-40% throughout site",6,10,83,1.23,6.8,30,0.98,9.4,83,1.24,9.4,58,1.12,7.5,119,1.37,-9999,-9999,-9999
"VALZF46-6","MB",2019-08-19,"13:30","Sunny","clear, site is wet, check for rain","#5 is center, some standing water in plots, ~20-40% throughout site",6,10,112,1.35,6.8,24,0.94,9.4,135,1.43,9.4,53,1.1,7.5,114,1.36,-9999,-9999,-9999
"VALZF46-6","MB",2019-08-19,"13:30","Sunny","clear, site is wet, check for rain","#5 is center, some standing water in plots, ~20-40% throughout site",6,10,121,1.38,6.8,25,0.95,9.4,161,1.52,9.4,90,1.27,7.5,116,1.36,-9999,-9999,-9999
"VALZF46-6","MB",2019-08-19,"13:30","Sunny","clear, site is wet, check for rain","#5 is center, some standing water in plots, ~20-40% throughout site",6,10,43,1.05,6.8,46,1.07,9.4,36,1.01,9.4,61,1.14,7.5,83,1.24,-9999,-9999,-9999
"VALZF46-6","MB",2019-08-19,"13:30","Sunny","clear, site is wet, check for rain","#5 is center, some standing water in plots, ~20-40% throughout site",6,10,133,1.42,6.8,28,0.97,9.4,152,1.49,9.4,30,0.98,7.5,59,1.13,-9999,-9999,-9999
"VALZF46-6","MB",2019-08-19,"13:30","Sunny","clear, site is wet, check for rain","#5 is center, some standing water in plots, ~20-40% throughout site",12,10,150,1.48,6.8,69,1.17,9.4,170,1.54,9.4,48,1.08,7.5,11,1.34,-9999,-9999,-9999
"VALZF46-6","MB",2019-08-19,"13:30","Sunny","clear, site is wet, check for rain","#5 is center, some standing water in plots, ~20-40% throughout site",12,10,83,1.24,6.8,58,1.13,9.4,123,1.39,9.4,124,1.39,7.5,154,1.49,-9999,-9999,-9999
"VALZF46-6","MB",2019-08-19,"13:30","Sunny","clear, site is wet, check for rain","#5 is center, some standing water in plots, ~20-40% throughout site",12,10,101,1.31,6.8,76,1.2,9.4,145,1.46,9.4,84,1.24,7.5,108,1.33,-9999,-9999,-9999
"VALZF46-6","MB",2019-08-19,"13:30","Sunny","clear, site is wet, check for rain","#5 is center, some standing water in plots, ~20-40% throughout site",12,10,134,1.43,6.8,60,1.13,9.4,80,1.22,9.4,105,1.32,7.5,130,1.41,-9999,-9999,-9999
"VALZF46-6","MB",2019-08-19,"13:30","Sunny","clear, site is wet, check for rain","#5 is center, some standing water in plots, ~20-40% throughout site",12,10,142,1.46,6.8,54,1.11,9.4,154,1.5,9.4,89,1.26,7.5,152,1.49,-9999,-9999,-9999
"VALZF46-6","MB",2019-08-19,"13:30","Sunny","clear, site is wet, check for rain","#5 is center, some standing water in plots, ~20-40% throughout site",20,10,106,1.63,6.8,87,1.52,9.4,124,1.74,9.4,114,1.68,7.5,130,1.78,-9999,-9999,-9999
"VALZF46-6","MB",2019-08-19,"13:30","Sunny","clear, site is wet, check for rain","#5 is center, some standing water in plots, ~20-40% throughout site",20,10,107,1.64,6.8,84,1.5,9.4,139,1.82,9.4,112,1.67,7.5,114,1.68,-9999,-9999,-9999
"VALZF46-6","MB",2019-08-19,"13:30","Sunny","clear, site is wet, check for rain","#5 is center, some standing water in plots, ~20-40% throughout site",20,10,88,1.52,6.8,90,1.54,9.4,112,1.67,9.4,90,1.53,7.5,113,1.68,-9999,-9999,-9999
"VALZF46-6","MB",2019-08-19,"13:30","Sunny","clear, site is wet, check for rain","#5 is center, some standing water in plots, ~20-40% throughout site",20,10,131,1.78,6.8,81,1.48,9.4,139,1.82,9.4,110,1.66,7.5,132,1.78,-9999,-9999,-9999
"VALZF46-6","MB",2019-08-19,"13:30","Sunny","clear, site is wet, check for rain","#5 is center, some standing water in plots, ~20-40% throughout site",20,10,130,1.78,6.8,88,1.52,9.4,125,1.75,9.4,109,1.66,7.5,122,1.73,-9999,-9999,-9999
"ZF14-200","LBC, HS",2019-08-20,"12:35","Cloudy, 55","light rain 50-60","sedge tussocks with up to 30 cm, deep water between transects; 30 cm water and sedge tussocks from plot 5 to 6; flag 1 = water between tussocks, flag 3 = lots of standing water with tussocks so moved to SE; flag 5 = drier spot near rock;  flag 6 = site in water",6,7.1,94,1.28,7.7,25,0.95,8.3,42,1.04,6.2,83,1.23,6,10,0.85,-9999,-9999,-9999
"ZF14-200","LBC, HS",2019-08-20,"12:35","Cloudy, 55","light rain 50-60","sedge tussocks with up to 30 cm, deep water between transects; 30 cm water and sedge tussocks from plot 5 to 6; flag 1 = water between tussocks, flag 3 = lots of standing water with tussocks so moved to SE; flag 5 = drier spot near rock;  flag 6 = site in water",6,7.1,65,1.16,7.7,31,0.99,8.3,81,1.23,6.2,24,0.94,6,11,0.85,-9999,-9999,-9999
"ZF14-200","LBC, HS",2019-08-20,"12:35","Cloudy, 55","light rain 50-60","sedge tussocks with up to 30 cm, deep water between transects; 30 cm water and sedge tussocks from plot 5 to 6; flag 1 = water between tussocks, flag 3 = lots of standing water with tussocks so moved to SE; flag 5 = drier spot near rock;  flag 6 = site in water",6,7.1,101,1.31,7.7,11,0.85,8.3,102,1.31,6.2,43,1.05,6,33,0.99,-9999,-9999,-9999
"ZF14-200","LBC, HS",2019-08-20,"12:35","Cloudy, 55","light rain 50-60","sedge tussocks with up to 30 cm, deep water between transects; 30 cm water and sedge tussocks from plot 5 to 6; flag 1 = water between tussocks, flag 3 = lots of standing water with tussocks so moved to SE; flag 5 = drier spot near rock;  flag 6 = site in water",6,7.1,26,0.95,7.7,79,1.22,8.3,103,1.32,6.2,47,1.07,6,43,1.05,-9999,-9999,-9999
"ZF14-200","LBC, HS",2019-08-20,"12:35","Cloudy, 55","light rain 50-60","sedge tussocks with up to 30 cm, deep water between transects; 30 cm water and sedge tussocks from plot 5 to 6; flag 1 = water between tussocks, flag 3 = lots of standing water with tussocks so moved to SE; flag 5 = drier spot near rock;  flag 6 = site in water",6,7.1,105,1.32,7.7,88,1.26,8.3,100,1.3,6.2,19,0.91,6,15,0.88,-9999,-9999,-9999
"ZF14-200","LBC, HS",2019-08-20,"12:35","Cloudy, 55","light rain 50-60","sedge tussocks with up to 30 cm, deep water between transects; 30 cm water and sedge tussocks from plot 5 to 6; flag 1 = water between tussocks, flag 3 = lots of standing water with tussocks so moved to SE; flag 5 = drier spot near rock;  flag 6 = site in water",12,7.1,98,1.3,7.7,93,1.28,8.3,104,1.32,6.2,36,1.01,6,24,0.94,-9999,107,1.33
"ZF14-200","LBC, HS",2019-08-20,"12:35","Cloudy, 55","light rain 50-60","sedge tussocks with up to 30 cm, deep water between transects; 30 cm water and sedge tussocks from plot 5 to 6; flag 1 = water between tussocks, flag 3 = lots of standing water with tussocks so moved to SE; flag 5 = drier spot near rock;  flag 6 = site in water",12,7.1,103,1.32,7.7,96,1.29,8.3,102,1.31,6.2,53,1.1,6,25,0.95,-9999,109,1.34
"ZF14-200","LBC, HS",2019-08-20,"12:35","Cloudy, 55","light rain 50-60","sedge tussocks with up to 30 cm, deep water between transects; 30 cm water and sedge tussocks from plot 5 to 6; flag 1 = water between tussocks, flag 3 = lots of standing water with tussocks so moved to SE; flag 5 = drier spot near rock;  flag 6 = site in water",12,7.1,97,1.29,7.7,64,1.15,8.3,99,1.3,6.2,59,1.13,6,24,0.94,-9999,111,1.34
"ZF14-200","LBC, HS",2019-08-20,"12:35","Cloudy, 55","light rain 50-60","sedge tussocks with up to 30 cm, deep water between transects; 30 cm water and sedge tussocks from plot 5 to 6; flag 1 = water between tussocks, flag 3 = lots of standing water with tussocks so moved to SE; flag 5 = drier spot near rock;  flag 6 = site in water",12,7.1,100,1.3,7.7,70,1.18,8.3,99,1.3,6.2,90,1.26,6,18,0.9,-9999,-9999,-9999
"ZF14-200","LBC, HS",2019-08-20,"12:35","Cloudy, 55","light rain 50-60","sedge tussocks with up to 30 cm, deep water between transects; 30 cm water and sedge tussocks from plot 5 to 6; flag 1 = water between tussocks, flag 3 = lots of standing water with tussocks so moved to SE; flag 5 = drier spot near rock;  flag 6 = site in water",12,7.1,103,1.32,7.7,49,1.08,8.3,95,1.28,6.2,63,1.15,6,18,0.9,-9999,-9999,-9999
"ZF14-200","LBC, HS",2019-08-20,"12:35","Cloudy, 55","light rain 50-60","sedge tussocks with up to 30 cm, deep water between transects; 30 cm water and sedge tussocks from plot 5 to 6; flag 1 = water between tussocks, flag 3 = lots of standing water with tussocks so moved to SE; flag 5 = drier spot near rock;  flag 6 = site in water",20,7.1,98,1.59,7.7,94,1.56,8.3,103,1.62,6.2,81,1.48,6,88,1.52,-9999,108,1.65
"ZF14-200","LBC, HS",2019-08-20,"12:35","Cloudy, 55","light rain 50-60","sedge tussocks with up to 30 cm, deep water between transects; 30 cm water and sedge tussocks from plot 5 to 6; flag 1 = water between tussocks, flag 3 = lots of standing water with tussocks so moved to SE; flag 5 = drier spot near rock;  flag 6 = site in water",20,7.1,104,1.62,7.7,68,1.39,8.3,98,1.59,6.2,91,1.54,6,42,1.19,-9999,110,1.66
"ZF14-200","LBC, HS",2019-08-20,"12:35","Cloudy, 55","light rain 50-60","sedge tussocks with up to 30 cm, deep water between transects; 30 cm water and sedge tussocks from plot 5 to 6; flag 1 = water between tussocks, flag 3 = lots of standing water with tussocks so moved to SE; flag 5 = drier spot near rock;  flag 6 = site in water",20,7.1,106,1.64,7.7,77,1.45,8.3,99,1.59,6.2,82,1.48,6,40,1.18,-9999,105,1.63
"ZF14-200","LBC, HS",2019-08-20,"12:35","Cloudy, 55","light rain 50-60","sedge tussocks with up to 30 cm, deep water between transects; 30 cm water and sedge tussocks from plot 5 to 6; flag 1 = water between tussocks, flag 3 = lots of standing water with tussocks so moved to SE; flag 5 = drier spot near rock;  flag 6 = site in water",20,7.1,101,1.16,7.7,72,1.41,8.3,104,1.62,6.2,83,1.49,6,41,1.18,-9999,102,1.61
"ZF14-200","LBC, HS",2019-08-20,"12:35","Cloudy, 55","light rain 50-60","sedge tussocks with up to 30 cm, deep water between transects; 30 cm water and sedge tussocks from plot 5 to 6; flag 1 = water between tussocks, flag 3 = lots of standing water with tussocks so moved to SE; flag 5 = drier spot near rock;  flag 6 = site in water",20,7.1,106,1.63,7.7,91,1.54,8.3,101,1.6,6.2,81,1.48,6,57,1.31,-9999,113,1.68
"VALZF14-1","HS, LBC, DU",2019-08-20,"14:12","Mostly cloudy","showers, partly cloudy","Flag 5 labeled as center",6,4.2,7,0.83,5.1,2,0.78,4.9,7,0.82,1.7,11,0.85,1.9,26,0.95,-9999,-9999,-9999
"VALZF14-1","HS, LBC, DU",2019-08-20,"14:12","Mostly cloudy","showers, partly cloudy","Flag 5 labeled as center",6,4.2,5,0.81,5.1,5,0.81,4.9,13,0.87,1.7,21,0.93,1.9,5,0.81,-9999,-9999,-9999
"VALZF14-1","HS, LBC, DU",2019-08-20,"14:12","Mostly cloudy","showers, partly cloudy","Flag 5 labeled as center",6,4.2,6,0.82,5.1,6,0.81,4.9,6,0.82,1.7,13,0.87,1.9,8,0.83,-9999,-9999,-9999
"VALZF14-1","HS, LBC, DU",2019-08-20,"14:12","Mostly cloudy","showers, partly cloudy","Flag 5 labeled as center",6,4.2,3,0.79,5.1,12,0.86,4.9,9,0.84,1.7,55,1.11,1.9,4,0.8,-9999,-9999,-9999
"VALZF14-1","HS, LBC, DU",2019-08-20,"14:12","Mostly cloudy","showers, partly cloudy","Flag 5 labeled as center",6,4.2,4,0.8,5.1,10,0.83,4.9,13,0.87,1.7,82,1.23,1.9,54,1.1,-9999,-9999,-9999
"VALZF14-1","HS, LBC, DU",2019-08-20,"14:12","Mostly cloudy","showers, partly cloudy","Flag 5 labeled as center",12,4.2,29,0.97,5.1,18,0.9,4.9,17,0.9,1.7,91,1.27,1.9,83,1.24,-9999,-9999,-9999
"VALZF14-1","HS, LBC, DU",2019-08-20,"14:12","Mostly cloudy","showers, partly cloudy","Flag 5 labeled as center",12,4.2,21,0.92,5.1,65,1.16,4.9,95,1.29,1.7,77,1.21,1.9,53,1.1,-9999,-9999,-9999
"VALZF14-1","HS, LBC, DU",2019-08-20,"14:12","Mostly cloudy","showers, partly cloudy","Flag 5 labeled as center",12,4.2,11,0.83,5.1,6,0.81,4.9,13,0.87,1.7,60,1.13,1.9,6,0.81,-9999,-9999,-9999
"VALZF14-1","HS, LBC, DU",2019-08-20,"14:12","Mostly cloudy","showers, partly cloudy","Flag 5 labeled as center",12,4.2,16,0.89,5.1,5,0.81,4.9,32,0.99,1.7,36,1.01,1.9,84,1.24,-9999,-9999,-9999
"VALZF14-1","HS, LBC, DU",2019-08-20,"14:12","Mostly cloudy","showers, partly cloudy","Flag 5 labeled as center",12,4.2,24,0.94,5.1,8,0.83,4.9,11,0.83,1.7,99,1.3,1.9,101,1.31,-9999,-9999,-9999
"VALZF14-1","HS, LBC, DU",2019-08-20,"14:12","Mostly cloudy","showers, partly cloudy","Flag 5 labeled as center",20,4.2,25,1.05,5.1,61,1.34,4.9,55,1.29,1.7,97,1.38,1.9,102,1.61,-9999,-9999,-9999
"VALZF14-1","HS, LBC, DU",2019-08-20,"14:12","Mostly cloudy","showers, partly cloudy","Flag 5 labeled as center",20,4.2,33,1.11,5.1,15,0.95,4.9,67,1.38,1.7,87,1.52,1.9,88,1.52,-9999,-9999,-9999
"VALZF14-1","HS, LBC, DU",2019-08-20,"14:12","Mostly cloudy","showers, partly cloudy","Flag 5 labeled as center",20,4.2,32,1.11,5.1,45,1.21,4.9,54,1.29,1.7,92,1.55,1.9,29,1.09,-9999,-9999,-9999
"VALZF14-1","HS, LBC, DU",2019-08-20,"14:12","Mostly cloudy","showers, partly cloudy","Flag 5 labeled as center",20,4.2,49,1.25,5.1,70,1.4,4.9,75,1.44,1.7,96,1.57,1.9,84,1.49,-9999,-9999,-9999
"VALZF14-1","HS, LBC, DU",2019-08-20,"14:12","Mostly cloudy","showers, partly cloudy","Flag 5 labeled as center",20,4.2,62,1.35,5.1,33,1.12,4.9,68,1.39,1.7,71,1.41,1.9,77,1.45,-9999,-9999,-9999
"VALZF14-2","HS, LBC, DU",2019-08-20,"10:33","Overcast, slight showers","partly cloudy","Flag 5 labeled as center",6,6.9,42,1.04,5.6,6,0.81,4.9,9,0.84,5,18,0.91,6.7,18,0.9,-9999,-9999,-9999
"VALZF14-2","HS, LBC, DU",2019-08-20,"10:33","Overcast, slight showers","partly cloudy","Flag 5 labeled as center",6,6.9,37,1.02,5.6,10,0.85,4.9,26,0.95,5,17,0.9,6.7,17,0.89,-9999,-9999,-9999
"VALZF14-2","HS, LBC, DU",2019-08-20,"10:33","Overcast, slight showers","partly cloudy","Flag 5 labeled as center",6,6.9,24,0.94,5.6,10,0.85,4.9,10,0.85,5,15,0.88,6.7,9,0.84,-9999,-9999,-9999
"VALZF14-2","HS, LBC, DU",2019-08-20,"10:33","Overcast, slight showers","partly cloudy","Flag 5 labeled as center",6,6.9,34,1,5.6,15,0.88,4.9,17,0.89,5,16,0.89,6.7,22,0.93,-9999,-9999,-9999
"VALZF14-2","HS, LBC, DU",2019-08-20,"10:33","Overcast, slight showers","partly cloudy","Flag 5 labeled as center",6,6.9,81,1.23,5.6,21,0.93,4.9,15,0.88,5,11,0.85,6.7,30,0.98,-9999,-9999,-9999
"VALZF14-2","HS, LBC, DU",2019-08-20,"10:33","Overcast, slight showers","partly cloudy","Flag 5 labeled as center",12,6.9,84,1.24,5.6,24,0.94,4.9,17,0.89,5,33,0.99,6.7,35,1,-9999,-9999,-9999
"VALZF14-2","HS, LBC, DU",2019-08-20,"10:33","Overcast, slight showers","partly cloudy","Flag 5 labeled as center",12,6.9,74,1.2,5.6,20,0.92,4.9,16,0.89,5,30,0.98,6.7,55,1.11,-9999,-9999,-9999
"VALZF14-2","HS, LBC, DU",2019-08-20,"10:33","Overcast, slight showers","partly cloudy","Flag 5 labeled as center",12,6.9,41,1.04,5.6,17,0.89,4.9,12,0.86,5,78,0.97,6.7,38,1.03,-9999,-9999,-9999
"VALZF14-2","HS, LBC, DU",2019-08-20,"10:33","Overcast, slight showers","partly cloudy","Flag 5 labeled as center",12,6.9,67,1.17,5.6,16,0.89,4.9,22,0.93,5,34,1,6.7,45,1.06,-9999,-9999,-9999
"VALZF14-2","HS, LBC, DU",2019-08-20,"10:33","Overcast, slight showers","partly cloudy","Flag 5 labeled as center",12,6.9,70,1.18,5.6,11,0.85,4.9,6,0.82,5,14,0.85,6.7,56,1.11,-9999,-9999,-9999
"VALZF14-2","HS, LBC, DU",2019-08-20,"10:33","Overcast, slight showers","partly cloudy","Flag 5 labeled as center",20,6.9,87,1.52,5.6,63,1.35,4.9,28,1.07,5,49,1.24,6.7,71,1.41,-9999,-9999,-9999
"VALZF14-2","HS, LBC, DU",2019-08-20,"10:33","Overcast, slight showers","partly cloudy","Flag 5 labeled as center",20,6.9,84,1.5,5.6,34,1.13,4.9,43,1.2,5,66,1.37,6.7,56,1.3,-9999,-9999,-9999
"VALZF14-2","HS, LBC, DU",2019-08-20,"10:33","Overcast, slight showers","partly cloudy","Flag 5 labeled as center",20,6.9,66,1.37,5.6,38,1.16,4.9,47,1.23,5,58,1.31,6.7,47,1.23,-9999,-9999,-9999
"VALZF14-2","HS, LBC, DU",2019-08-20,"10:33","Overcast, slight showers","partly cloudy","Flag 5 labeled as center",20,6.9,70,1.4,5.6,36,1.15,4.9,35,1.13,5,49,1.25,6.7,77,1.45,-9999,-9999,-9999
"VALZF14-2","HS, LBC, DU",2019-08-20,"10:33","Overcast, slight showers","partly cloudy","Flag 5 labeled as center",20,6.9,86,1.51,5.6,63,1.35,4.9,29,1.08,5,51,1.26,6.7,44,1.21,-9999,-9999,-9999
"VALZF20-47","MB",2019-08-20,"10:30","Sunny","clear","Plot order: C, 1, 2, 3, 4; Site seems esepcially wet, perhaps rain overnight. No rain in forcast previous, however this is >100 km north, should check weather radar records",6,4.8,36,1.01,6,75,1.2,7.2,27,0.96,5.5,72,1.19,6.4,61,1.14,-9999,-9999,-9999
"VALZF20-47","MB",2019-08-20,"10:30","Sunny","clear","Plot order: C, 1, 2, 3, 4; Site seems esepcially wet, perhaps rain overnight. No rain in forcast previous, however this is >100 km north, should check weather radar records",6,4.8,27,0.93,6,44,1.06,7.2,34,1,5.5,55,1.11,6.4,63,1.15,-9999,-9999,-9999
"VALZF20-47","MB",2019-08-20,"10:30","Sunny","clear","Plot order: C, 1, 2, 3, 4; Site seems esepcially wet, perhaps rain overnight. No rain in forcast previous, however this is >100 km north, should check weather radar records",6,4.8,13,0.87,6,40,1.03,7.2,53,1.1,5.5,84,1.24,6.4,12,0.86,-9999,-9999,-9999
"VALZF20-47","MB",2019-08-20,"10:30","Sunny","clear","Plot order: C, 1, 2, 3, 4; Site seems esepcially wet, perhaps rain overnight. No rain in forcast previous, however this is >100 km north, should check weather radar records",6,4.8,28,0.97,6,59,1.13,7.2,54,1.1,5.5,44,1.05,6.4,23,0.94,-9999,-9999,-9999
"VALZF20-47","MB",2019-08-20,"10:30","Sunny","clear","Plot order: C, 1, 2, 3, 4; Site seems esepcially wet, perhaps rain overnight. No rain in forcast previous, however this is >100 km north, should check weather radar records",6,4.8,12,0.87,6,35,1.01,7.2,56,1.11,5.5,68,1.17,6.4,33,1,-9999,-9999,-9999
"VALZF20-47","MB",2019-08-20,"10:30","Sunny","clear","Plot order: C, 1, 2, 3, 4; Site seems esepcially wet, perhaps rain overnight. No rain in forcast previous, however this is >100 km north, should check weather radar records",12,4.8,13,0.87,6,99,1.3,7.2,69,1.17,5.5,96,1.29,6.4,72,1.19,-9999,-9999,-9999
"VALZF20-47","MB",2019-08-20,"10:30","Sunny","clear","Plot order: C, 1, 2, 3, 4; Site seems esepcially wet, perhaps rain overnight. No rain in forcast previous, however this is >100 km north, should check weather radar records",12,4.8,18,0.91,6,62,1.14,7.2,57,1.12,5.5,95,1.28,6.4,33,1,-9999,-9999,-9999
"VALZF20-47","MB",2019-08-20,"10:30","Sunny","clear","Plot order: C, 1, 2, 3, 4; Site seems esepcially wet, perhaps rain overnight. No rain in forcast previous, however this is >100 km north, should check weather radar records",12,4.8,40,1.03,6,63,1.15,7.2,63,1.15,5.5,110,1.34,6.4,13,0.87,-9999,-9999,-9999
"VALZF20-47","MB",2019-08-20,"10:30","Sunny","clear","Plot order: C, 1, 2, 3, 4; Site seems esepcially wet, perhaps rain overnight. No rain in forcast previous, however this is >100 km north, should check weather radar records",12,4.8,32,0.99,6,72,1.19,7.2,54,1.11,5.5,99,1.3,6.4,61,1.14,-9999,-9999,-9999
"VALZF20-47","MB",2019-08-20,"10:30","Sunny","clear","Plot order: C, 1, 2, 3, 4; Site seems esepcially wet, perhaps rain overnight. No rain in forcast previous, however this is >100 km north, should check weather radar records",12,4.8,42,1.05,6,47,1.07,7.2,66,1.16,5.5,90,1.26,6.4,70,1.18,-9999,-9999,-9999
"VALZF20-47","MB",2019-08-20,"10:30","Sunny","clear","Plot order: C, 1, 2, 3, 4; Site seems esepcially wet, perhaps rain overnight. No rain in forcast previous, however this is >100 km north, should check weather radar records",20,4.8,10,0.9,6,99,1.59,7.2,64,1.36,5.5,82,1.48,6.4,78,1.46,-9999,-9999,-9999
"VALZF20-47","MB",2019-08-20,"10:30","Sunny","clear","Plot order: C, 1, 2, 3, 4; Site seems esepcially wet, perhaps rain overnight. No rain in forcast previous, however this is >100 km north, should check weather radar records",20,4.8,13,0.93,6,76,1.44,7.2,65,1.37,5.5,95,1.57,6.4,79,1.46,-9999,-9999,-9999
"VALZF20-47","MB",2019-08-20,"10:30","Sunny","clear","Plot order: C, 1, 2, 3, 4; Site seems esepcially wet, perhaps rain overnight. No rain in forcast previous, however this is >100 km north, should check weather radar records",20,4.8,48,1.24,6,89,1.53,7.2,55,1.29,5.5,53,1.28,6.4,29,1.09,-9999,-9999,-9999
"VALZF20-47","MB",2019-08-20,"10:30","Sunny","clear","Plot order: C, 1, 2, 3, 4; Site seems esepcially wet, perhaps rain overnight. No rain in forcast previous, however this is >100 km north, should check weather radar records",20,4.8,38,1.16,6,75,1.44,7.2,67,1.38,5.5,84,1.49,6.4,60,1.33,-9999,-9999,-9999
"VALZF20-47","MB",2019-08-20,"10:30","Sunny","clear","Plot order: C, 1, 2, 3, 4; Site seems esepcially wet, perhaps rain overnight. No rain in forcast previous, however this is >100 km north, should check weather radar records",20,4.8,56,1.3,6,82,1.49,7.2,59,1.33,5.5,87,1.52,6.4,74,1.43,-9999,-9999,-9999
"VALZF20-26","MB",2019-08-21,"9:35","Cloudy","cloudy","Plot order: C, 1, 2, 3, 4; very upset sandhill crans near site; flag 2 is on edge of bog area, small unburned bog, slightly elevate above surrounding Fen",6,5.5,4,0.8,4.9,5,0.81,8.2,24,0.94,6.5,12,0.86,6.8,5,0.81,-9999,-9999,-9999
"VALZF20-26","MB",2019-08-21,"9:35","Cloudy","cloudy","Plot order: C, 1, 2, 3, 4; very upset sandhill crans near site; flag 2 is on edge of bog area, small unburned bog, slightly elevate above surrounding Fen",6,5.5,4,0.8,4.9,21,0.92,8.2,9,0.84,6.5,6,0.82,6.8,7,0.83,-9999,-9999,-9999
"VALZF20-26","MB",2019-08-21,"9:35","Cloudy","cloudy","Plot order: C, 1, 2, 3, 4; very upset sandhill crans near site; flag 2 is on edge of bog area, small unburned bog, slightly elevate above surrounding Fen",6,5.5,6,0.82,4.9,6,0.82,8.2,32,0.99,6.5,8,0.83,6.8,6,0.82,-9999,-9999,-9999
"VALZF20-26","MB",2019-08-21,"9:35","Cloudy","cloudy","Plot order: C, 1, 2, 3, 4; very upset sandhill crans near site; flag 2 is on edge of bog area, small unburned bog, slightly elevate above surrounding Fen",6,5.5,5,0.81,4.9,23,0.93,8.2,11,0.85,6.5,10,0.85,6.8,9,0.84,-9999,-9999,-9999
"VALZF20-26","MB",2019-08-21,"9:35","Cloudy","cloudy","Plot order: C, 1, 2, 3, 4; very upset sandhill crans near site; flag 2 is on edge of bog area, small unburned bog, slightly elevate above surrounding Fen",6,5.5,25,0.95,4.9,5,0.81,8.2,14,0.88,6.5,19,0.91,6.8,7,0.82,-9999,-9999,-9999
"VALZF20-26","MB",2019-08-21,"9:35","Cloudy","cloudy","Plot order: C, 1, 2, 3, 4; very upset sandhill crans near site; flag 2 is on edge of bog area, small unburned bog, slightly elevate above surrounding Fen",12,5.5,39,1.03,4.9,42,1.05,8.2,39,1.03,6.5,19,0.91,6.8,11,0.86,-9999,-9999,-9999
"VALZF20-26","MB",2019-08-21,"9:35","Cloudy","cloudy","Plot order: C, 1, 2, 3, 4; very upset sandhill crans near site; flag 2 is on edge of bog area, small unburned bog, slightly elevate above surrounding Fen",12,5.5,33,0.99,4.9,16,0.89,8.2,34,1,6.5,17,0.89,6.8,7,0.83,-9999,-9999,-9999
"VALZF20-26","MB",2019-08-21,"9:35","Cloudy","cloudy","Plot order: C, 1, 2, 3, 4; very upset sandhill crans near site; flag 2 is on edge of bog area, small unburned bog, slightly elevate above surrounding Fen",12,5.5,13,0.87,4.9,42,1.04,8.2,24,0.94,6.5,18,0.91,6.8,5,0.81,-9999,-9999,-9999
"VALZF20-26","MB",2019-08-21,"9:35","Cloudy","cloudy","Plot order: C, 1, 2, 3, 4; very upset sandhill crans near site; flag 2 is on edge of bog area, small unburned bog, slightly elevate above surrounding Fen",12,5.5,5,0.81,4.9,27,0.96,8.2,53,1.1,6.5,24,0.94,6.8,11,0.86,-9999,-9999,-9999
"VALZF20-26","MB",2019-08-21,"9:35","Cloudy","cloudy","Plot order: C, 1, 2, 3, 4; very upset sandhill crans near site; flag 2 is on edge of bog area, small unburned bog, slightly elevate above surrounding Fen",12,5.5,12,0.86,4.9,43,1.05,8.2,29,0.97,6.5,16,0.88,6.8,27,0.96,-9999,-9999,-9999
"VALZF20-26","MB",2019-08-21,"9:35","Cloudy","cloudy","Plot order: C, 1, 2, 3, 4; very upset sandhill crans near site; flag 2 is on edge of bog area, small unburned bog, slightly elevate above surrounding Fen",20,5.5,42,1.19,4.9,22,1.01,8.2,61,1.34,6.5,38,1.16,6.8,4,0.83,-9999,-9999,-9999
"VALZF20-26","MB",2019-08-21,"9:35","Cloudy","cloudy","Plot order: C, 1, 2, 3, 4; very upset sandhill crans near site; flag 2 is on edge of bog area, small unburned bog, slightly elevate above surrounding Fen",20,5.5,44,1.21,4.9,35,1.13,8.2,61,1.34,6.5,36,1.14,6.8,12,0.92,-9999,-9999,-9999
"VALZF20-26","MB",2019-08-21,"9:35","Cloudy","cloudy","Plot order: C, 1, 2, 3, 4; very upset sandhill crans near site; flag 2 is on edge of bog area, small unburned bog, slightly elevate above surrounding Fen",20,5.5,12,0.92,4.9,57,1.31,8.2,46,1.22,6.5,31,1.1,6.8,5,0.84,-9999,-9999,-9999
"VALZF20-26","MB",2019-08-21,"9:35","Cloudy","cloudy","Plot order: C, 1, 2, 3, 4; very upset sandhill crans near site; flag 2 is on edge of bog area, small unburned bog, slightly elevate above surrounding Fen",20,5.5,37,1.15,4.9,42,1.19,8.2,43,1.2,6.5,38,1.16,6.8,25,1.05,-9999,-9999,-9999
