"site","plot","date","observers","plot_size","life_form","species","status","condition","diameter_type","diameter","height","height_to_lowest_living_branch","notes"
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1.1,2,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.25,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1.1,1.7,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.6,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.5,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.4,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.5,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1.1,1.7,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1.2,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.4,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1.1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1.1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1.25,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1.8,1.2,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1.1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.5,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.5,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1.1,1.3,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.2,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1.1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1.2,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.6,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.6,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1.75,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.5,1.25,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1.2,1.75,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.5,1.25,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1.75,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1.25,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.75,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.75,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.75,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.4,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.75,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.75,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.75,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.5,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.4,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1.1,1.75,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1.1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1.1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.4,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1.2,1.6,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1.1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1.1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1.1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.2,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1.1,1.8,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.4,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1.3,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1.3,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1.1,1.4,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1.1,2,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.5,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1.2,2,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1.1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1.1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.3,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1.1,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1.3,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.5,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.5,1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.4,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1.1,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1.6,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1.1,1.5,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1.6,1.25,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.3,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.5,1.1,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1.3,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1.6,-9999,""
"VALZF20-47","B1","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1.6,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",2,1.25,0.1,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",9,8,0.1,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Dead","standing","basal",2.5,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Dead","standing","basal",4,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",5,2.5,1.5,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",7.5,6,1.7,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",2,1,0.15,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Dead","standing","basal",2,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Dead","standing","basal",2.5,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Dead","standing","basal",5,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",7,6,0.75,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",1,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Dead","standing","basal",7.5,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Dead","standing","basal",2,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Dead","standing","basal",3,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Dead","standing","basal",5.5,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",2.5,1.25,0.3,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Dead","standing","basal",3.5,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Dead","standing","basal",3.5,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",6,6,0.3,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1.2,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.2,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1.1,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.1,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.6,1,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",1.5,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",1,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Dead","standing","basal",10,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",2.5,1.7,0.15,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Dead","standing","basal",6,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Pinus banksiana","Dead","standing","DBH",4.2,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",1,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.2,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.3,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.9,1.1,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1.1,1.4,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1.75,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",1,1,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.8,1.1,-9999,""
"VALZF20-47","B2","2019-08-20","SR, MB,PS,CW","5X10","Shrub","Betula pumila","Live","standing","basal",0.7,1,-9999,""
